search_id,nbs_id,suitability_family_id,table,category,search_terms,screening_steps,inclusion_criteria,limits,n_retrieved,n_screened,n_included,search_date,run_id,searched_by,ruleset_version,discovery_log_ref,note
water_harvesting_conservation__T4__stock__water_harvesting__in_situ__2026-08-05,water_harvesting_conservation,water_harvesting__in_situ,T4,stock,"OpenAlex title.search: (""soil and water conservation"" OR ""rainwater harvesting"" OR ""planting pit"" OR zai OR ""tied ridge"") AND (suitability OR siting OR runoff); sort=cited_by_count:desc; per_page=15",frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit (PICOS); T4 = biophysical (runoff/slope/soil/drainage-geomorphology/rainfall) + system_constraint; soft enabling-env excluded; urban-stormwater/domestic-RWH excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,442,15,6,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_in_situ_T4_2026-08.md,"Real OpenAlex total=442. High-cite siting/suitability core. Strong LMIC-drylands representation (India, Ethiopia, SSA, S.Africa). Several relevant hits paywalled -> acquisition_queue. Excluded urban-stormwater/suburban RWH and domestic-supply optimisation hits per PICOS."
water_harvesting_conservation__T4__updated_lit__water_harvesting__in_situ__2026-08-05,water_harvesting_conservation,water_harvesting__in_situ,T4,updated_lit,"OpenAlex title.search: (""soil moisture conservation"" OR ""soil and water conservation"" OR ""contour bund"" OR ""contour ridge"" OR ""planting pit"" OR zai OR tassa OR ""tied ridge"") AND (suitability OR siting OR ""site selection"" OR runoff), from_publication_date:2015-01-01; sort=cited_by_count:desc",frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit (PICOS); T4 = biophysical (runoff/slope/soil/drainage-geomorphology/rainfall) + system_constraint; soft enabling-env excluded; urban-stormwater/domestic-RWH excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,81,15,3,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_in_situ_T4_2026-08.md,"Real OpenAlex total=81 for refined string. An earlier broader string incl. generic ""in situ"" returned 1960 (stemming noise) and was discarded. Recent set skews to SWC-effect-on-runoff/erosion process papers; siting/suitability GIS-MCDA hits (Kordofan in-situ, Mojo fuzzy-AHP) pulled in via cross-check WebSearch. OA-gold favoured."
water_harvesting_conservation__T4__grey__water_harvesting__in_situ__2026-08-05,water_harvesting_conservation,water_harvesting__in_situ,T4,grey,WebSearch EN: 'WOCAT soil and water conservation in-situ moisture conservation site selection suitability slope infiltration technology database'; 'FAO ICRISAT in-situ rainwater harvesting suitability manual slope soil runoff zai tied ridges site selection criteria drylands',frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit (PICOS); T4 = biophysical (runoff/slope/soil/drainage-geomorphology/rainfall) + system_constraint; soft enabling-env excluded; urban-stormwater/domestic-RWH excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,9,9,4,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_in_situ_T4_2026-08.md,"WebSearch, NOT a true corpus total - retrieved = distinct grey sources surfaced. FAO handbook (rainfall-runoff mgmt, slope classes 0-5% very-high suited) and WOCAT QCAT structured technology records (#1480 contour trench-cum-bund, #711 SWC channels) carry per-technique slope/rainfall/soil applicability = system_constraint/biophysical thresholds. Grey positive-bias discount applies at synthesis."
water_harvesting_conservation__T4__tool__water_harvesting__in_situ__2026-08-05,water_harvesting_conservation,water_harvesting__in_situ,T4,tool,GitHub API repositories?q=<'rainwater harvesting suitability'|'curve number runoff GIS'|'soil water conservation suitability'|'AHP suitability raster'>&sort=stars; + WebSearch 'GitHub rainwater harvesting suitability GIS MCDA runoff SCS curve number script',frame|source_type|relevance|credibility_six_axis|saturation_stop,WH subpractice explicit (PICOS); T4 = biophysical (runoff/slope/soil/drainage-geomorphology/rainfall) + system_constraint; soft enabling-env excluded; urban-stormwater/domestic-RWH excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,2,2,0,2026-08-05,water_harvesting_discovery_2026-08,Pete/Claude,v1.4.1,water_harvesting_in_situ_T4_2026-08.md,"Domain-specific RWH/SWC siting repos essentially absent on GitHub. C_CN_Calculator (agredo182, commit a5acfe0) is topically apt (runoff-coefficient/CN automation feeding runoff variable) but its git tree holds only LICENSE - NO source code -> cannot pin file:line hardcoded thresholds -> blocked, not included. planx_suitability_lab (YusufEminoglu) is a generic raster AHP/entropy MCDA engine, NbS-agnostic -> PICOS-excluded as a WH tool (ships no WH criterion branch). GitHub unauth rate-limit hit m"
forest_restoration__T4__stock__forest_restoration__passive_regeneration__2026-08-05,forest_restoration,forest_restoration__passive_regeneration,T4,stock,"title.search:(""natural regeneration"" OR ""passive restoration"" OR ""secondary succession"" OR ""forest regrowth"") AND (""potential"" OR ""predict"" OR ""suitability"" OR ""recovery"") | sort=cited_by_count:desc | OpenAlex",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T4 = regeneration-potential (passive/ANR) or planting-envelope (active) + system_constraint; species-envelope SDM excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,197,15,3,2026-08-05,fr_stocklit_finish_2026-08,Pete/Claude,v1.4.1,forest_restoration_passive_regeneration_T4_2026-08.md,"OpenAlex high-cite/seminal pass. Heavy stemming noise: 'secondary succession' + 'recovery' pulls soil-ecology/succession-mechanism papers (nitrification, nematodes, mycorrhiza, rock pools, grassland old-fields) and single-species envelopes (Pinus, Taxus, oak) - all excluded on PICOS (no restoration-practice suitability content / species SDM). Kept the 3 spatial regeneration-potential / active-vs-passive land-use predictor papers."
forest_restoration__T4__updated_lit__forest_restoration__passive_regeneration__2026-08-05,forest_restoration,forest_restoration__passive_regeneration,T4,updated_lit,"title.search:(""natural regeneration"" OR ""passive restoration"" OR ""spontaneous regeneration"" OR ""second-growth forest"") AND (""potential"" OR ""predict"" OR ""suitability"" OR ""spatial"") ,from_publication_date:2015-01-01 | sort=cited_by_count:desc | OpenAlex",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T4 = regeneration-potential (passive/ANR) or planting-envelope (active) + system_constraint; species-envelope SDM excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,101,15,4,2026-08-05,fr_stocklit_finish_2026-08,Pete/Claude,v1.4.1,forest_restoration_passive_regeneration_T4_2026-08.md,"OpenAlex recent (>=2015) focused pass. Excluded single-species natural-regen studies (Quercus robur/petraea, Taxus baccata, Pinus radiata), fungal/mycorrhiza limiting-factor papers, and stand-level spatial-pattern ecology with no landscape suitability. Kept spatial regeneration-potential mapping + global meta-analyses tying recovery to prior land-use/climate. Williams 2024 also surfaced in the stock query (assigned here)."
forest_restoration__T4__stock__forest_restoration__active_planting__2026-08-05,forest_restoration,forest_restoration__active_planting,T4,stock,"title.search:(reforestation OR afforestation OR ""restoration planting"") AND (suitability OR prioritization OR ""site selection"") | sort=cited_by_count:desc",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T4 = regeneration-potential (passive/ANR) or planting-envelope (active) + system_constraint; species-envelope SDM excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,79,30,4,2026-08-05,fr_stocklit_finish_2026-08,Pete/Claude,v1.4.1,forest_restoration_active_planting_T4_2026-08.md,"Primary high-cite string returned 79. A broader variant (reforestation OR afforestation OR ""forest restoration"") AND (spatial OR mapping OR ""opportunity"") returned 259 with heavy stemming noise (soil-respiration, water-repellency, photosynthesis physiology hits) - top-cited screened, most excluded as off-scope (physiology/soil-process, not suitability). Excluded single-species SDM (dipterocarp site-suitability, Taxodium/Elaeagnus/Moso-bamboo species envelopes) and the burns-mapping RS paper."
forest_restoration__T4__updated_lit__forest_restoration__active_planting__2026-08-05,forest_restoration,forest_restoration__active_planting,T4,updated_lit,"title.search:(reforestation OR afforestation OR ""restoration planting"") AND (suitability OR ""restoration opportunity"" OR prioritization),from_publication_date:2015-01-01 | sort=cited_by_count:desc",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T4 = regeneration-potential (passive/ANR) or planting-envelope (active) + system_constraint; species-envelope SDM excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,41,27,5,2026-08-05,fr_stocklit_finish_2026-08,Pete/Claude,v1.4.1,forest_restoration_active_planting_T4_2026-08.md,"41 for primary string. Ran a restoration-potential variant (reforestation OR ""forest restoration"") AND (""restoration opportunity"" OR ""restoration potential"" OR ""spatial planning"") from 2015 = 12 hits, screened for recent spatial-planning/opportunity work. Excluded single-species afforestation-suitability SDM papers (Taxodium, Moso bamboo, 'particular species' ML) as species envelopes and pure carbon-capture-only titles lacking suitability content."
forest_restoration__T4__stock__forest_restoration__assisted_regeneration__2026-08-05,forest_restoration,forest_restoration__assisted_regeneration,T4,stock,"title.search:(""assisted natural regeneration"" OR ""natural regeneration"") AND (restoration OR degraded)  [+ complementary run: (""forest restoration"" OR ""forest landscape restoration"") AND (regeneration OR suitability OR prioritization)]  sort=cited_by_count:desc",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T4 = regeneration-potential (passive/ANR) or planting-envelope (active) + system_constraint; species-envelope SDM excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,258,30,6,2026-08-05,fr_stocklit_finish_2026-08,Pete/Claude,v1.4.1,forest_restoration_assisted_regeneration_T4_2026-08.md,"Two high-cite OpenAlex title.search runs (meta.count 165 + 93 = 258). Screened top-15 of each (30 records, ~6 overlap e.g. W2553094794). 5-step funnel: frame->source-type triage->relevance->6-axis credibility->saturation. Excluded single-species/SDM regen ecology (W2062440768 mangrove, W2036230670 peatland, W2105807283 enrichment planting), urban-forest regen (W2586550033, W2160900322), hydrology-only (W3131489520). Included seminal ANR/natural-regen suitability + one MCDA prioritization anchor."
forest_restoration__T4__updated_lit__forest_restoration__assisted_regeneration__2026-08-05,forest_restoration,forest_restoration__assisted_regeneration,T4,updated_lit,"title.search:(""assisted natural regeneration"" OR ""natural regeneration"") AND (restoration OR degraded OR potential),from_publication_date:2015-01-01  [+ complementary run: (""forest restoration"" OR reforestation) AND (suitability OR prioritization OR ""seed source"" OR ""remnant forest""),from_publication_date:2015-01-01]  sort=cited_by_count:desc",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T4 = regeneration-potential (passive/ANR) or planting-envelope (active) + system_constraint; species-envelope SDM excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,214,30,5,2026-08-05,fr_stocklit_finish_2026-08,Pete/Claude,v1.4.1,forest_restoration_assisted_regeneration_T4_2026-08.md,"Two recent (>=2015) OpenAlex title.search runs (meta.count 170 + 44 = 214). Screened top-15 each. The suitability/seed-source string skewed heavily to single-species SDM / seed-provenance genetics (W3138386395, W2787105098, W4399883351, W2786580286, W2273778341, W4380290892) -> EXCLUDED per PICOS (species envelope). LMIC tie-break favoured SSA/Sahel FMNR + Amazon MCDA. Broad 'natural regeneration' string carries stemming noise (mangrove/peatland/urban); refined by requiring restoration/degraded/"
riparian_buffer__T4__stock__riparian_buffer__planted__2026-08-06,riparian_buffer,riparian_buffer__planted,T4,stock,"title.search:(""riparian buffer"" OR ""buffer strip"" OR ""filter strip"" OR ""vegetated buffer"" OR ""riparian planting"") AND (suitability OR siting OR placement OR width OR slope OR runoff) | sort=cited_by_count:desc",frame|source_type|relevance|credibility_six_axis|saturation_stop,Riparian buffer practice explicit (PICOS); T4 = watercourse proximity + riparian slope/width + adjacent-land runoff (system_constraint) + planting/regen; zonal_linear; urban-SUDS + single-species SDM excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,388,15,4,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_planted_T4_2026-08.md,OpenAlex real meta.count=388. Screened top-15 by citations. Corpus is width/effectiveness-dominated (temperate US/Canada/EU); strong on T4 width-vs-slope-vs-runoff-load envelope and grass-vs-woody parameter. Most seminal reviews paywalled -> acquisition_queue.
riparian_buffer__T4__updated_lit__riparian_buffer__planted__2026-08-06,riparian_buffer,riparian_buffer__planted,T4,updated_lit,"title.search:(""riparian buffer"" OR ""buffer strip"" OR ""filter strip"") AND (siting OR placement OR suitability OR targeting OR width),from_publication_date:2015-01-01 | sort=cited_by_count:desc",frame|source_type|relevance|credibility_six_axis|saturation_stop,Riparian buffer practice explicit (PICOS); T4 = watercourse proximity + riparian slope/width + adjacent-land runoff (system_constraint) + planting/regen; zonal_linear; urban-SUDS + single-species SDM excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,54,15,4,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_planted_T4_2026-08.md,"OpenAlex real meta.count=54. Recent shift toward site-specific/variable-width siting (DTW, hydrologically-adapted) and length-vs-width. One tropical LMIC hit (Costa Rica) is a tie-break keep vs temperate-heavy stocktake."
riparian_buffer__T4__grey__riparian_buffer__planted__2026-08-06,riparian_buffer,riparian_buffer__planted,T4,grey,EN: riparian buffer siting suitability GIS width guidance USDA NRCS FAO cropland runoff | ES: franja riberena vegetada zona buffer largura | FR: bande enherbee riveraine largeur | PT: mata ciliar largura (WebSearch),frame|source_type|relevance|credibility_six_axis|saturation_stop,Riparian buffer practice explicit (PICOS); T4 = watercourse proximity + riparian slope/width + adjacent-land runoff (system_constraint) + planting/regen; zonal_linear; urban-SUDS + single-species SDM excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,16,16,4,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_planted_T4_2026-08.md,"WebSearch (OpenAlex not applicable to grey). NRCS CPS-391 gives explicit zoned buffer-width design rules (15/20 ft zones, 50/100 ft WQ thresholds, Zone-3 filter where cropland sheet-flow) directly usable for T4 width/adjacent-runoff. FAO STI franja-riberena adds ES/LMIC framing. WOCAT/IWMI riparian-buffer-siting content not surfaced in queries -> gap."
riparian_buffer__T4__tool__riparian_buffer__planted__2026-08-06,riparian_buffer,riparian_buffer__planted,T4,tool,InVEST NDR riparian buffer siting natcap; GitHub riparian buffer placement optimization slope flow-accumulation python; GIS-MCDA stream-network suitability (WebSearch + api.github.com),frame|source_type|relevance|credibility_six_axis|saturation_stop,Riparian buffer practice explicit (PICOS); T4 = watercourse proximity + riparian slope/width + adjacent-land runoff (system_constraint) + planting/regen; zonal_linear; urban-SUDS + single-species SDM excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,8,8,0,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_planted_T4_2026-08.md,"No dedicated riparian-buffer-SITING tool with hardcoded buffer-width/slope/stream-order criteria as a real code branch found. InVEST NDR (commit 451ba736, ndr.py) models nutrient delivery via LULC retention params, not buffer siting -> generic WQ, PICOS-fail. CoMOLA is NbS-agnostic land-use optimizer (riparian only via external case study) -> PICOS-fail like spatMCDA.R. Real tooling gap for this family/table."
riparian_buffer__T4__stock__riparian_buffer__natural_restored__2026-08-06,riparian_buffer,riparian_buffer__natural_restored,T4,stock,"OpenAlex title.search:""riparian buffer restoration"" (from 1990, sort cited_by_count) ; title.search:""riparian restoration prioritization OR siting OR suitability""",frame|source_type|relevance|credibility_six_axis|saturation_stop,Riparian buffer practice explicit (PICOS); T4 = watercourse proximity + riparian slope/width + adjacent-land runoff (system_constraint) + planting/regen; zonal_linear; urban-SUDS + single-species SDM excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,1040,30,4,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_natural_restored_T4_2026-08.md,Primary phrase query n=28; broader siting/prioritization query n=1040 (real meta.count). Corpus temperate/US-heavy (Southwest cottonwood/Tamarix flow-regime cluster off-scope for T4 siting). Screened top~30 by citation; kept spatial-MCDA siting + critical-source-area prioritization + one LMIC (LatAm) + global restoration review.
riparian_buffer__T4__updated_lit__riparian_buffer__natural_restored__2026-08-06,riparian_buffer,riparian_buffer__natural_restored,T4,updated_lit,"OpenAlex title.search:""riparian revegetation OR regeneration OR reforestation"", from_publication_date:2015-01-01, sort cited_by_count",frame|source_type|relevance|credibility_six_axis|saturation_stop,Riparian buffer practice explicit (PICOS); T4 = watercourse proximity + riparian slope/width + adjacent-land runoff (system_constraint) + planting/regen; zonal_linear; urban-SUDS + single-species SDM excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,8588,15,3,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_natural_restored_T4_2026-08.md,"Real meta.count 8588 (broad; many off-scope contaminant/GHG/ecosystem-service papers). Kept Neotropical width/condition thresholds, Brazil adjacent-land-use (system_constraint) low-order streams, and ES-optimisation buffer review. Saturation reached vs stock for pure-function papers."
riparian_buffer__T4__grey__riparian_buffer__natural_restored__2026-08-06,riparian_buffer,riparian_buffer__natural_restored,T4,grey,"WebSearch EN: ""riparian buffer restoration siting suitability GIS multi-criteria stream network width guidance"" ; ""riparian forest buffer natural regeneration degraded streambank restoration guidance FAO tropical"" ; ES/PT: ""restauración vegetación ribereña regeneración natural franja ripária mata ciliar restauração degradada guía""",frame|source_type|relevance|credibility_six_axis|saturation_stop,Riparian buffer practice explicit (PICOS); T4 = watercourse proximity + riparian slope/width + adjacent-land runoff (system_constraint) + planting/regen; zonal_linear; urban-SUDS + single-species SDM excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,24,24,5,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_natural_restored_T4_2026-08.md,"Three WebSearch passes (~8 links each). Diamond/authority grey: USDA-NRCS CPS-391, EPA width review, FAO SFM toolbox. LMIC/multilingual: PMC tropics systematic-map protocol + CONABIO (Mexico) riparian restoration manual (Spanish). WOCAT returned no riparian-specific technology; IWMI/CGIAR nil direct hits."
riparian_buffer__T4__tool__riparian_buffer__natural_restored__2026-08-06,riparian_buffer,riparian_buffer__natural_restored,T4,tool,"WebSearch + GitHub: ""riparian buffer siting GIS tool github stream network suitability model buffer width algorithm"" ; github.com/search q=riparian+buffer+suitability OR siting",frame|source_type|relevance|credibility_six_axis|saturation_stop,Riparian buffer practice explicit (PICOS); T4 = watercourse proximity + riparian slope/width + adjacent-land runoff (system_constraint) + planting/regen; zonal_linear; urban-SUDS + single-species SDM excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,12,12,3,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_natural_restored_T4_2026-08.md,"GitHub repo scan (~10 repos) + RipZET (SFEI). Brazilian-Forest-Code QGIS tool has explicit hardcoded APP width classes (real code branch, commit pinned). RipZET = functional-width from slope/veg/land-use/drainage-position (siting logic). InVEST NDR examined: nutrient-retention model, NOT a riparian-buffer-siting model — no dedicated buffer branch, excluded per PICOS."
wetland_management__T4__stock__wetland_management__peatland__2026-08-06,wetland_management,wetland_management__peatland,T4,stock,title.search:(peatland OR paludiculture OR peat) AND (restoration OR rewetting OR suitability) ; sort=cited_by_count:desc,frame|source_type|relevance|credibility_six_axis|saturation_stop,Wetland practice explicit (PICOS); T4 = hydrology (water table/inundation/drainage) + terrain + soil (peat for F3) + former/degraded wetland extent (system_constraint); urban-SUDS/WASH + coastal excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,1447,15,3,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_peatland_T4_2026-08.md,"OpenAlex real meta.count=1447. High-cite core dominated by GHG-flux studies (T6-leaning); screened FOR hydrology/siting content usable as T4 (drainage state, water-table, canal-blocking siting). Kept tropical LMIC (SE Asia/Kalimantan) as tie-break; dropped pure boreal/temperate GHG and pure peat-ecology."
wetland_management__T4__updated_lit__wetland_management__peatland__2026-08-06,wetland_management,wetland_management__peatland,T4,updated_lit,"title.search:(peatland OR paludiculture) AND (rewetting OR restoration OR mapping OR water table) , from_publication_date:2015-01-01 ; sort=cited_by_count:desc",frame|source_type|relevance|credibility_six_axis|saturation_stop,Wetland practice explicit (PICOS); T4 = hydrology (water table/inundation/drainage) + terrain + soil (peat for F3) + former/degraded wetland extent (system_constraint); urban-SUDS/WASH + coastal excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,387,15,4,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_peatland_T4_2026-08.md,OpenAlex real meta.count=387. Water-table-depth threshold papers directly map the F3 hydrology limiter. Prioritised Indonesian/SE-Asian tropical + national-scale prioritisation. NL paludiculture crop-suitability model surfaced cross-process (grey web) and counted here as a suitability-modelling exemplar (paywalled -> queue).
wetland_management__T4__grey__wetland_management__peatland__2026-08-06,wetland_management,wetland_management__peatland,T4,grey,"WebSearch EN: 'peatland restoration rewetting suitability mapping guidance tropical Global Peatlands Initiative FAO IUCN'; 'paludiculture site suitability GIS MCDA rewetting peat water table'. Institutions: Ramsar, FAO, IUCN, UNEP-WCMC/Global Peatlands Initiative, DEFRA lowland-peat",frame|source_type|relevance|credibility_six_axis|saturation_stop,Wetland practice explicit (PICOS); T4 = hydrology (water table/inundation/drainage) + terrain + soil (peat for F3) + former/degraded wetland extent (system_constraint); urban-SUDS/WASH + coastal excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,16,16,3,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_peatland_T4_2026-08.md,"Ramsar RTR11 global guidelines is the anchor (water-table targets, hydrological-unit / min-site-size rules). FAO mapping-and-monitoring gives the tropical peat-extent siting method (Indonesia, DRC, Peru). DEFRA LP2 = paludiculture water-table siting (temperate). ES/FR/PT variants queried; no distinct non-EN grey beyond FAO/GPI multilingual portals surfaced."
wetland_management__T4__tool__wetland_management__peatland__2026-08-06,wetland_management,wetland_management__peatland,T4,tool,"WebSearch/GitHub: 'tropical peatland depth extent map Indonesia Congo Peru GitHub random forest'; 'wetland restoration site suitability GIS multi-criteria index GitHub'. Platforms: GEE community catalog, Global Surface Water, CIFOR Global Wetlands, PEATMAP/Peat-ML",frame|source_type|relevance|credibility_six_axis|saturation_stop,Wetland practice explicit (PICOS); T4 = hydrology (water table/inundation/drainage) + terrain + soil (peat for F3) + former/degraded wetland extent (system_constraint); urban-SUDS/WASH + coastal excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,16,16,4,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_peatland_T4_2026-08.md,"No purpose-built paludiculture/peatland GIS-MCDA repo with hardcoded suitability thresholds found (GAP). What exists are peat presence/depth SITING LAYERS (the F3 limiter): GEE-hosted Amazonian Peatland Extent, Peat-ML global, global peat-thickness/C ESSD dataset, CIFOR Global Wetlands V3. These are datasets/platforms, not parameterised MCDA code -> no file:line threshold extraction; server-side (GEE/STAC) preferred per sourcing tiers."
wetland_management__T4__stock__wetland_management__restoration_rewetting__2026-08-06,wetland_management,wetland_management__restoration_rewetting,T4,stock,title.search: wetland restoration site selection OR wetland restoration suitability OR wetland siting OR wetland restoration prioritization ; sort=cited_by_count:desc,frame|source_type|relevance|credibility_six_axis|saturation_stop,Wetland practice explicit (PICOS); T4 = hydrology (water table/inundation/drainage) + terrain + soil (peat for F3) + former/degraded wetland extent (system_constraint); urban-SUDS/WASH + coastal excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,4,4,2,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_restoration_rewetting_T4_2026-08.md,OpenAlex real meta.count=4 (title AND-semantics narrow). Both included are hydrology/MCDA site-prioritization (F1 T4-relevant); coastal_2015 excluded (parked). Broader Q1 'wetland restoration OR rewetting OR floodplain restoration OR drainage blocking' returned count=31 but 'block' polluted results (personality/PM2.5/constructed-wetland noise) -> discarded.
wetland_management__T4__updated_lit__wetland_management__restoration_rewetting__2026-08-06,wetland_management,wetland_management__restoration_rewetting,T4,updated_lit,title.search: wetland restoration suitability OR wetland rewetting OR wetland restoration siting OR floodplain restoration hydrology ; from_publication_date:2015-01-01 ; sort=cited_by_count:desc,frame|source_type|relevance|credibility_six_axis|saturation_stop,Wetland practice explicit (PICOS); T4 = hydrology (water table/inundation/drainage) + terrain + soil (peat for F3) + former/degraded wetland extent (system_constraint); urban-SUDS/WASH + coastal excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,17,10,3,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_restoration_rewetting_T4_2026-08.md,"OpenAlex real meta.count=17. Hydrology-led restoration dominates; included riparian nutrient/hydrology restoration, watershed-scale restoration targets, and water-table x methane (T4 water-table limiter + T6 crossover). Several tidal/mangrove hits excluded (coastal parked)."
wetland_management__T4__grey__wetland_management__restoration_rewetting__2026-08-06,wetland_management,wetland_management__restoration_rewetting,T4,grey,WebSearch EN: 'Ramsar/FAO/IWMI/Wetlands International inland wetland restoration rewetting siting hydrology' + 'floodplain reconnection wetland restoration site prioritization GIS water table degraded wetland mapping',frame|source_type|relevance|credibility_six_axis|saturation_stop,Wetland practice explicit (PICOS); T4 = hydrology (water table/inundation/drainage) + terrain + soil (peat for F3) + former/degraded wetland extent (system_constraint); urban-SUDS/WASH + coastal excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,10,8,2,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_restoration_rewetting_T4_2026-08.md,"Pooled 2 WebSearch passes. Ramsar/peatland-rewetting guidance (TR-11) routed to F3. Included: India Ramganga floodplain-wetland restoration/monitoring prioritization (peer-reviewed OA, LMIC tie-break) + EPA Principles of Wetland Restoration (hydrology+land-use site-selection guidance). ES/FR/PT passes not separately run this cycle (EN saturated F1 quickly); flag as gap."
wetland_management__T4__tool__wetland_management__restoration_rewetting__2026-08-06,wetland_management,wetland_management__restoration_rewetting,T4,tool,WebSearch/GitHub: 'wetland restoration suitability MCDA GIS Google Earth Engine Global Surface Water siting repository' + github.com/topics/wetlands,frame|source_type|relevance|credibility_six_axis|saturation_stop,Wetland practice explicit (PICOS); T4 = hydrology (water table/inundation/drainage) + terrain + soil (peat for F3) + former/degraded wetland extent (system_constraint); urban-SUDS/WASH + coastal excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,9,6,2,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_restoration_rewetting_T4_2026-08.md,"wetland_hydro_gee (giswqs/Wetland-Hydro-GEE) = GEE inundation/TWI hydrology mapping, real repo, code-interrogatable. sanjiang_restoration_suitability = GIS wetland restoration suitability (stream-order/buffer) — article, repo unconfirmed. G-MCDA (GEE+MCDA web tool) noted, generic MAR/suitability engine -> PICOS-weak (not wetland-specific code branch). No commit/file:line pinned (discovery only)."
